No.	NAME	nCL	C%	X%	SpMAD_L	SpDiam_B(m)	ChiA_B(v)	SpMax_B(v)	SpDiam_B(v)	SpMAD_B(v)	SM6_B(v)	ChiA_B(e)	SpMax_B(e)	SpDiam_B(e)	SpMAD_B(e)	ChiA_B(p)	SpMax_B(p)	SpDiam_B(p)	SpMAD_B(p)	SM5_B(p)	SM6_B(p)	ChiA_B(i)	SpMax_B(i)	SpDiam_B(i)	ATS4e	ATS4i	ATS4s	MATS2m	MATS1v	MATS2v	MATS3v	MATS2e	MATS1p	MATS3p	MATS1i	MATS2i	MATS3i	MATS2s	GATS4m	GATS3v	GATS4e	GATS3p	GATS1i	GATS3i	GATS4s	SpMax1_Bh(v)	SpMax1_Bh(p)	SpMax1_Bh(i)	SpMin1_Bh(m)	SpMin1_Bh(v)	SpMin1_Bh(e)	SpMin1_Bh(p)	SpMin1_Bh(i)	P_VSA_LogP_6	P_VSA_m_4	P_VSA_ppp_P	P_VSA_ppp_con	Eta_betaP	Eta_betaP_A	Eta_beta_A	Eta_F_A	Eta_sh_y	SpMax_EA(bo)	SpDiam_EA(bo)	SpMAD_EA(bo)	SpMAD_EA(dm)	SpMax_EA(ri)	SpDiam_EA(ri)	SpMAD_EA(ri)	SpMax_AEA(bo)	SpMAD_AEA(bo)	SpMax_AEA(ri)	SM03_EA	SM05_EA	SM09_EA	SM03_EA(ed)	SM03_EA(bo)	SM04_EA(bo)	SM05_EA(bo)	SM07_EA(bo)	SM08_EA(bo)	SM09_EA(bo)	SM10_EA(bo)	SM11_EA(bo)	SM12_EA(bo)	SM13_EA(bo)	SM14_EA(bo)	SM15_EA(bo)	SM03_EA(dm)	SM05_EA(dm)	SM07_EA(dm)	SM09_EA(dm)	SM11_EA(dm)	SM13_EA(dm)	SM15_EA(dm)	SM03_EA(ri)	SM04_EA(ri)	SM05_EA(ri)	SM06_EA(ri)	SM08_EA(ri)	SM09_EA(ri)	SM10_EA(ri)	SM11_EA(ri)	SM12_EA(ri)	SM13_EA(ri)	SM14_EA(ri)	SM15_EA(ri)	SM04_AEA(bo)	SM05_AEA(bo)	SM06_AEA(bo)	SM07_AEA(bo)	SM08_AEA(bo)	SM11_AEA(ri)	Eig01_EA(bo)	Eig05_EA(dm)	Eig01_EA(ri)	Eig01_AEA(bo)	Eig01_AEA(ri)	SpPosA_RG	SpMAD_RG	WiA_G/D	Chi_G/D	TDB04u	TDB02m	TDB03m	TDB01e	TDB02e	TDB04e	TDB01i	TDB02i	TDB03i	TDB04i	Mor23m	Mor24m	Mor13p	G2v	G2e	G2p	G2i	HATS3u	HATS4u	HATS3m	HATS0v	HATS2v	HATS3v	HATS4v	HATS0e	HATS2e	HATS3e	HATS4e	HATS2p	HATS3p	HATS4p	HATSp	HATS2i	HATS3i	HATS4i	HATS3s	HATS4s	R3m	R2m+	R3m+	R4v	R3v+	R3e+	R2p+	R3p+	R4s	R4s+	nCconj	nR=Ct	nR=CX2	C-017	C-018	C-020	H-048	NdssC	NsCl	CATS2D_03_AL	B02[C-C]	B02[Cl-Cl]	B03[Cl-Cl]	F02[Cl-Cl]	F03[Cl-Cl]	Ui	Molecule	U	V
49	*****	0	38.5	0.0	1.329	4.925	0.287	3.503	4.926	1.611	7.710	0.277	3.661	4.925	1.615	0.291	3.456	4.937	1.613	6.443	7.636	0.274	3.716	4.936	2.730	3.013	3.714	-0.136	-0.180	-0.023	-0.186	-0.148	-0.369	-0.099	-0.717	0.184	0.066	-0.207	1.041	1.115	0.562	1.039	1.840	0.845	1.123	3.737	3.707	3.984	1.792	1.827	1.621	1.839	1.557	23.542	0.000	0.000	70.212	5.500	0.786	1.464	0.635	0.121	3.520	6.138	1.929	0.000	2.299	4.005	1.236	3.941	1.399	3.433	1.946	4.263	8.239	5.094	2.674	5.549	5.833	8.592	10.211	11.217	12.660	13.787	15.142	16.331	17.640	18.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.682	3.828	3.791	5.241	6.783	7.404	8.388	9.112	10.023	10.799	11.673	12.476	5.830	7.089	8.385	9.706	11.043	3.520	3.520	0.000	2.299	3.941	3.433	0.443	0.886	1.064	0.990	3.962	1.177	0.943	1.290	2.304	3.802	1.491	2.858	4.024	5.093	-0.344	0.049	-0.038	0.213	0.242	0.213	0.213	0.383	0.460	0.054	0.082	0.081	0.092	0.094	0.367	0.263	0.362	0.431	0.097	0.122	0.129	1.166	0.356	0.511	0.624	0.785	0.975	0.150	0.060	0.033	0.156	0.033	0.081	0.047	0.033	1.539	0.290	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2.170	Imidazole,N-vinyl.mol2	-1.44	0.92
50	*****	0	38.5	0.0	1.312	4.593	0.300	3.298	4.593	1.412	7.256	0.300	3.298	4.593	1.412	0.300	3.298	4.593	1.412	6.096	7.256	0.300	3.298	4.593	2.957	3.329	3.611	0.029	-0.133	0.029	-0.531	0.029	-0.133	-0.531	-0.133	0.029	-0.531	0.154	0.877	1.517	0.877	1.517	1.300	1.517	1.281	3.601	3.616	3.752	1.922	1.870	1.714	1.838	1.668	0.000	0.000	0.000	44.196	3.000	0.600	1.000	0.495	0.200	2.814	4.814	1.671	0.000	2.170	3.651	1.241	3.596	1.389	3.170	1.946	3.714	6.940	4.290	2.565	4.419	4.949	7.140	8.342	9.262	10.378	11.355	12.430	13.436	14.491	15.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.946	3.367	3.714	4.762	6.248	6.940	7.770	8.507	9.308	10.065	10.852	11.618	5.252	6.480	7.728	8.989	10.257	2.814	2.814	0.000	2.170	3.596	3.170	0.448	0.896	1.014	0.945	3.687	0.646	0.580	1.154	2.002	3.368	1.348	2.571	3.685	4.932	-0.100	0.013	-0.084	0.213	0.213	0.269	0.213	0.448	1.415	0.056	0.120	0.087	0.122	0.165	1.069	0.752	0.419	1.274	0.151	0.168	0.286	1.900	1.206	0.556	1.977	1.164	2.062	0.124	0.042	0.040	0.183	0.040	0.083	0.054	0.040	2.228	0.212	4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1.585	Isoprene.mol2	-0.32	0.34
51	*****	0	36.4	0.0	1.294	4.838	0.299	3.336	4.839	1.419	7.465	0.285	3.491	4.838	1.416	0.306	3.293	4.869	1.452	6.211	7.380	0.285	3.513	4.840	2.616	2.902	3.998	0.343	-0.212	0.151	-0.406	0.373	-0.334	-0.239	-0.514	-0.132	0.218	0.318	0.602	1.245	0.608	1.088	1.663	0.878	0.629	3.509	3.501	3.716	1.830	1.811	1.617	1.806	1.564	0.000	0.000	0.000	32.552	4.000	0.667	1.208	0.587	0.183	3.018	5.639	1.936	0.832	2.116	3.704	1.259	3.695	1.359	3.172	1.946	3.714	7.071	4.290	2.565	4.990	4.949	7.303	9.132	9.625	11.270	11.917	13.426	14.187	15.595	16.441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.856	3.390	3.511	4.693	6.101	6.671	7.554	8.204	9.029	9.723	10.514	11.233	5.565	6.801	8.055	9.319	10.592	3.018	3.018	-1.601	2.116	3.695	3.172	0.425	0.851	1.028	0.938	3.658	1.066	1.020	1.252	2.169	3.595	1.417	2.714	3.977	4.826	0.047	-0.012	0.131	0.224	0.224	0.224	0.224	0.542	1.353	0.088	0.218	0.112	0.156	0.225	1.289	0.805	0.553	1.257	0.155	0.194	0.317	2.114	1.253	0.739	1.850	1.720	3.324	0.169	0.145	0.056	0.219	0.056	0.120	0.053	0.056	3.464	1.306	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2.000	isopropenylisocyanate.mol2	0.14	-0.87
52	*****	0	35.7	0.0	1.409	4.887	0.293	3.409	4.884	1.310	7.475	0.286	3.486	4.887	1.313	0.297	3.386	4.907	1.332	6.232	7.430	0.287	3.468	4.880	3.133	3.412	4.205	0.276	-0.124	0.191	-0.539	0.098	-0.138	-0.502	-0.138	0.050	-0.485	0.114	1.511	1.500	1.735	1.509	1.400	1.517	1.753	3.607	3.607	3.766	1.902	1.873	1.703	1.861	1.667	0.000	0.000	0.000	49.231	3.000	0.500	0.958	0.517	0.353	3.236	5.236	1.860	0.511	2.641	4.236	1.474	3.935	1.501	3.595	2.565	4.615	8.454	5.263	3.219	4.920	5.771	8.185	9.419	10.556	11.752	12.913	14.096	15.265	16.442	17.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.653	4.090	4.769	5.888	7.789	8.729	9.718	10.678	11.655	12.623	13.596	14.566	5.663	6.974	8.304	9.646	10.998	3.236	3.236	-1.277	2.641	3.935	3.595	0.433	0.866	1.015	0.941	3.741	0.857	0.985	1.209	2.079	3.720	1.376	2.609	3.773	4.966	0.058	-0.019	-0.049	0.208	0.259	0.208	0.259	0.492	1.122	0.121	0.112	0.096	0.149	0.181	0.824	0.690	0.543	1.124	0.146	0.162	0.253	1.901	1.084	0.640	1.550	2.837	3.396	0.259	0.079	0.068	0.237	0.036	0.113	0.042	0.036	4.231	0.737	3	1	0	1	0	0	0	2	0	2	1	0	0	0	0	1.585	isopropenylmethylketone.mol2	-1.91	0.42
53	*****	0	29.6	0.0	1.376	4.811	0.318	3.323	4.806	1.303	7.816	0.298	3.506	4.811	1.306	0.329	3.261	4.838	1.328	6.572	7.682	0.301	3.466	4.801	3.866	3.984	5.480	0.088	-0.126	-0.065	0.179	0.100	-0.270	0.186	-0.298	-0.195	0.171	0.072	1.288	0.716	1.466	0.686	1.779	0.713	1.695	3.571	3.541	3.776	1.847	1.869	1.645	1.895	1.626	0.000	0.000	0.000	0.000	3.000	0.231	0.827	0.616	0.265	3.119	5.119	1.538	0.958	2.648	4.495	1.279	3.946	1.385	3.724	2.944	5.142	9.222	5.984	3.434	5.323	5.916	8.223	9.447	10.474	11.630	12.711	13.843	14.947	16.073	17.189	2.882	5.012	6.941	8.805	10.642	12.468	14.289	2.852	4.590	4.954	6.235	8.023	8.859	9.881	10.784	11.775	12.712	13.691	14.644	6.180	7.444	8.740	10.052	11.377	3.119	3.119	0.000	2.648	3.946	3.724	0.434	0.868	1.017	0.944	3.855	1.063	1.251	1.339	2.328	4.364	1.449	2.714	3.858	4.880	0.252	-0.063	-0.035	0.195	0.215	0.237	0.195	0.567	0.382	0.109	0.086	0.070	0.095	0.107	0.464	0.375	0.586	0.465	0.093	0.107	0.092	1.955	0.526	0.810	0.532	2.499	3.349	0.404	0.055	0.077	0.297	0.027	0.077	0.023	0.017	7.524	1.982	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	1.585	malate,diethyl.mol2	-2.51	-0.83
54	*****	0	44.4	0.0	1.399	4.850	0.286	3.488	4.834	1.547	7.678	0.268	3.657	4.849	1.546	0.296	3.432	4.909	1.579	6.371	7.566	0.271	3.620	4.827	1.660	1.683	4.159	0.086	-0.102	-0.305	0.005	0.297	-0.235	-0.132	-0.251	-0.201	-0.185	0.131	2.151	1.114	1.618	0.971	1.201	0.983	2.096	3.638	3.604	3.787	1.645	1.644	1.500	1.649	1.478	0.000	0.000	0.000	83.625	4.500	0.643	1.286	0.663	0.333	3.314	5.770	1.909	0.857	2.538	4.349	1.428	4.000	1.527	3.612	2.565	4.710	8.713	5.380	3.219	5.333	5.832	8.309	9.737	10.742	12.061	13.156	14.419	15.563	16.796	17.964	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.527	4.247	4.561	5.851	7.582	8.365	9.378	10.236	11.208	12.103	13.054	13.967	5.989	7.280	8.594	9.924	11.266	3.314	3.314	0.000	2.538	4.000	3.612	0.406	0.812	1.144	0.964	4.460	2.149	1.818	1.452	2.722	6.345	1.448	2.713	4.175	6.517	-0.067	0.141	0.162	0.240	0.240	0.240	0.240	0.710	0.413	0.241	0.223	0.196	0.202	0.127	0.827	0.512	0.836	0.594	0.145	0.175	0.077	1.126	0.492	0.983	0.603	4.303	9.267	0.354	0.206	0.081	0.075	0.043	0.164	0.049	0.028	5.371	4.230	4	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2.000	maleicanhydride.mol2	-5.20	1.22
55	*****	1	50.0	5.0	1.440	5.591	0.271	3.732	5.463	1.583	8.537	0.263	3.824	5.490	1.577	0.274	3.714	5.479	1.601	7.266	8.500	0.264	3.835	5.494	3.622	3.724	5.286	0.005	-0.026	-0.161	0.062	0.144	-0.063	0.011	-0.206	-0.205	0.023	0.014	1.337	0.877	1.226	0.928	1.215	0.975	1.069	3.878	3.875	3.992	1.968	1.975	1.882	1.970	1.859	0.000	39.149	0.000	122.814	11.000	0.786	1.429	0.877	0.354	3.937	6.937	1.979	0.287	3.031	5.031	1.427	4.446	1.546	4.139	3.434	5.889	10.511	7.008	4.060	6.407	6.959	9.726	11.334	12.458	13.953	15.180	16.616	17.900	19.305	20.622	0.325	0.931	1.621	2.316	2.996	3.659	4.307	3.263	5.201	5.614	7.046	9.074	10.045	11.197	12.243	13.365	14.445	15.557	16.651	6.822	8.162	9.536	10.933	12.349	3.937	3.937	0.000	3.031	4.446	4.139	0.401	0.802	1.092	0.989	4.241	2.094	2.590	1.383	2.490	4.674	1.468	2.705	3.957	5.203	-0.015	0.176	-0.146	0.188	0.219	0.188	0.219	0.721	0.740	0.406	0.346	0.193	0.276	0.361	0.873	0.380	0.805	0.916	0.201	0.287	0.354	3.923	0.421	0.954	0.978	3.931	8.730	0.841	0.201	0.125	0.562	0.046	0.135	0.084	0.052	8.704	3.473	4	0	0	0	0	0	0	2	1	5	1	0	0	0	0	2.807	maleimide,N-(2-chlorophenyl)	4.23	1.32
56	*****	0	43.5	0.0	1.430	5.209	0.282	3.578	5.209	1.514	8.290	0.276	3.635	5.208	1.511	0.284	3.565	5.231	1.528	7.051	8.260	0.275	3.642	5.210	3.822	4.089	4.957	0.080	-0.001	-0.040	-0.294	0.251	-0.010	-0.357	-0.038	-0.142	-0.404	0.097	1.184	1.217	2.003	1.293	1.172	1.421	1.797	3.830	3.832	3.950	2.015	2.005	1.891	1.999	1.860	0.000	0.000	0.000	98.940	9.500	0.792	1.354	0.795	0.262	3.517	6.517	1.953	0.176	2.717	4.717	1.423	4.073	1.466	3.733	2.944	5.142	9.218	5.999	3.651	6.034	6.368	8.944	10.645	11.475	13.047	13.988	15.475	16.494	17.920	18.996	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.938	4.840	5.119	6.537	8.361	9.156	10.250	11.134	12.176	13.108	14.124	15.083	6.464	7.753	9.068	10.401	11.748	3.517	3.517	0.000	2.717	4.073	3.733	0.441	0.882	1.034	0.979	3.898	1.194	1.279	1.259	2.233	3.962	1.415	2.635	3.817	5.167	-0.150	0.083	-0.285	0.207	0.207	0.207	0.207	0.346	0.644	0.050	0.105	0.105	0.089	0.081	0.840	0.653	0.329	0.621	0.162	0.120	0.118	2.246	1.006	0.438	0.921	0.954	1.510	0.233	0.035	0.037	0.212	0.024	0.078	0.049	0.032	3.230	0.410	3	1	0	1	0	0	0	2	0	2	1	0	0	0	0	2.585	methacrylamide,N-phenyl-.mol2	-1.26	-0.08
57	*****	0	33.3	5.6	1.376	8.251	0.309	3.399	4.906	1.358	7.659	0.298	3.524	4.911	1.360	0.312	3.363	4.944	1.393	6.514	7.665	0.302	3.494	4.900	3.421	3.621	4.656	-0.096	-0.110	-0.012	-0.291	0.131	-0.116	-0.408	-0.267	-0.006	-0.447	0.141	0.431	1.196	2.263	1.315	1.493	1.411	2.628	3.578	3.572	3.747	1.855	1.844	1.661	1.847	1.632	0.000	0.000	0.000	51.289	3.000	0.333	0.861	0.395	0.200	3.288	5.288	1.589	0.419	2.596	4.221	1.199	3.989	1.357	3.631	2.565	4.710	8.716	5.485	3.219	5.094	5.832	8.288	9.559	10.696	11.914	13.086	14.286	15.470	16.663	17.851	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.546	4.132	4.652	5.830	7.667	8.567	9.551	10.486	11.451	12.397	13.355	14.306	5.855	7.136	8.450	9.786	11.138	3.288	3.288	0.000	2.596	3.989	3.631	0.411	0.822	1.029	0.936	3.794	1.691	2.561	1.336	2.326	4.143	1.448	2.722	3.797	5.038	-0.218	0.152	-0.140	0.193	0.193	0.193	0.193	0.605	0.614	0.136	0.155	0.123	0.129	0.100	0.660	0.584	0.586	0.642	0.203	0.193	0.121	2.785	0.835	0.811	0.879	1.628	2.233	0.378	0.222	0.071	0.208	0.029	0.096	0.069	0.053	4.027	0.534	3	1	0	1	0	0	0	2	0	5	1	0	0	0	0	1.585	methacrylate,2-bromoethyl.mol2	1.97	0.47
58	*****	1	33.3	5.6	1.376	4.974	0.311	3.398	4.906	1.356	7.640	0.298	3.524	4.911	1.362	0.317	3.362	4.943	1.378	6.435	7.587	0.301	3.494	4.900	3.424	3.623	4.678	-0.059	-0.127	0.011	-0.280	0.076	-0.189	-0.446	-0.294	0.011	-0.366	0.084	0.832	1.194	2.028	1.373	1.613	1.347	2.406	3.577	3.568	3.748	1.856	1.845	1.661	1.849	1.632	0.000	39.149	0.000	51.289	3.000	0.333	0.889	0.539	0.228	3.288	5.288	1.589	0.419	2.596	4.223	1.213	3.989	1.357	3.631	2.565	4.710	8.716	5.485	3.219	5.094	5.832	8.288	9.559	10.696	11.914	13.086	14.286	15.470	16.663	17.851	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.546	4.140	4.652	5.833	7.669	8.567	9.552	10.486	11.451	12.398	13.356	14.307	5.855	7.136	8.450	9.786	11.138	3.288	3.288	0.000	2.596	3.989	3.631	0.416	0.833	1.018	0.944	3.781	1.243	1.739	1.322	2.314	4.148	1.436	2.712	3.800	5.043	-0.202	0.009	0.058	0.193	0.193	0.193	0.193	0.602	0.632	0.100	0.131	0.114	0.124	0.103	0.661	0.586	0.592	0.663	0.173	0.173	0.123	2.442	0.840	0.819	0.906	1.793	2.328	0.297	0.101	0.054	0.210	0.029	0.103	0.053	0.036	4.132	0.539	3	1	0	1	0	0	0	2	1	5	1	0	0	0	0	1.585	methacrylate,2-chloroethyl.mol2	-1.39	0.42
59	*****	0	31.6	0.0	1.376	4.911	0.316	3.398	4.906	1.360	7.614	0.297	3.524	4.911	1.363	0.327	3.362	4.943	1.382	6.374	7.531	0.300	3.494	4.900	3.520	3.735	4.755	0.060	-0.112	0.027	-0.180	0.051	-0.198	-0.269	-0.216	-0.009	-0.277	0.019	1.371	1.137	1.868	1.256	1.585	1.274	1.871	3.575	3.565	3.749	1.858	1.849	1.661	1.857	1.631	0.000	0.000	0.000	51.289	3.000	0.333	0.889	0.594	0.250	3.288	5.288	1.589	0.419	2.596	4.237	1.262	3.989	1.357	3.632	2.565	4.710	8.716	5.485	3.219	5.094	5.832	8.288	9.559	10.696	11.914	13.086	14.286	15.470	16.663	17.851	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.546	4.175	4.652	5.851	7.677	8.568	9.557	10.487	11.454	12.400	13.359	14.310	5.855	7.136	8.450	9.786	11.138	3.288	3.288	0.000	2.596	3.989	3.632	0.441	0.882	1.002	0.959	3.775	1.016	1.224	1.309	2.293	4.107	1.430	2.697	3.776	5.092	0.025	0.005	-0.041	0.241	0.191	0.208	0.208	0.640	0.664	0.082	0.105	0.095	0.115	0.099	0.632	0.518	0.633	0.680	0.123	0.147	0.123	1.975	0.725	0.884	0.953	1.991	2.203	0.257	0.058	0.053	0.207	0.028	0.117	0.040	0.021	4.105	0.505	3	1	0	1	0	0	0	2	0	4	1	0	0	0	0	1.585	methacrylate,2-hydroxyethyl.mol2	-1.45	0.34
60	*****	0	38.1	0.0	1.567	5.341	0.273	3.656	5.336	1.292	8.549	0.269	3.699	5.340	1.295	0.276	3.647	5.362	1.312	7.318	8.519	0.270	3.687	5.333	5.154	5.481	5.796	0.242	0.046	0.191	-0.420	0.266	0.021	-0.424	0.014	0.147	-0.420	0.221	0.746	1.503	1.077	1.538	1.271	1.541	0.889	4.010	4.018	4.136	2.239	2.206	2.081	2.187	2.047	0.000	0.000	0.000	51.289	3.000	0.167	0.764	0.366	0.173	3.723	5.723	1.649	0.167	3.659	5.659	1.521	4.713	1.577	4.695	4.511	7.083	12.071	8.397	4.635	6.358	7.259	9.771	11.065	12.279	13.553	14.806	16.082	17.354	18.637	19.921	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	4.468	6.130	7.005	8.353	10.731	11.932	13.193	14.438	15.706	16.973	18.249	19.528	7.235	8.648	10.084	11.533	12.995	3.723	3.723	0.000	3.659	4.713	4.695	0.436	0.871	0.987	1.042	3.713	1.111	1.005	1.273	2.197	3.570	1.421	2.607	3.656	4.880	-0.163	0.115	-0.076	0.180	0.156	0.180	0.169	0.415	0.773	0.068	0.063	0.090	0.121	0.122	0.250	0.303	0.394	0.713	0.114	0.159	0.178	2.565	0.426	0.512	1.074	0.856	1.139	0.447	0.035	0.030	0.541	0.019	0.041	0.035	0.019	4.827	0.177	3	1	0	1	0	0	0	2	0	7	1	0	0	0	0	1.585	methacrylate,3,5-dimethyladamantyl.mol2	1.04	0.10
61	*****	0	44.0	0.0	1.424	5.151	0.286	3.560	5.144	1.516	8.325	0.279	3.599	5.150	1.517	0.290	3.554	5.180	1.527	7.087	8.291	0.280	3.586	5.141	3.973	4.208	5.063	0.053	-0.034	0.018	-0.355	0.214	-0.081	-0.479	-0.092	0.040	-0.500	0.126	1.317	1.313	2.304	1.459	1.170	1.484	2.081	3.842	3.848	3.943	2.034	2.008	1.904	1.996	1.877	0.000	0.000	0.000	101.856	9.000	0.692	1.250	0.766	0.243	3.455	6.455	1.908	0.364	2.615	4.615	1.397	4.010	1.454	3.657	2.944	5.142	9.165	5.999	3.651	6.048	6.368	8.928	10.628	11.439	13.012	13.928	15.416	16.406	17.834	18.877	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.932	4.849	5.092	6.507	8.283	9.034	10.111	10.947	11.966	12.849	13.837	14.746	6.493	7.775	9.084	10.411	11.751	3.455	3.455	0.000	2.615	4.010	3.657	0.431	0.862	1.019	0.990	3.878	1.167	1.309	1.275	2.263	4.031	1.396	2.617	3.696	5.073	-0.102	0.149	-0.132	0.201	0.201	0.201	0.201	0.356	0.717	0.061	0.083	0.088	0.099	0.111	0.558	0.430	0.339	0.708	0.125	0.129	0.155	2.296	0.640	0.443	1.001	0.979	1.901	0.284	0.034	0.041	0.264	0.026	0.058	0.032	0.026	4.069	0.474	3	1	0	1	0	0	0	2	0	6	1	0	0	0	0	2.585	methacrylate,benzyl.mol2	-1.40	0.26
62	*****	0	33.3	0.0	1.367	4.912	0.315	3.398	4.906	1.328	7.699	0.304	3.523	4.911	1.331	0.321	3.362	4.943	1.348	6.491	7.635	0.306	3.494	4.900	3.868	4.128	4.910	0.080	-0.124	-0.024	-0.110	0.240	-0.203	-0.253	-0.218	-0.062	-0.285	0.188	1.302	1.088	2.280	1.235	1.595	1.268	2.137	3.596	3.590	3.790	1.963	1.917	1.703	1.900	1.659	0.000	0.000	0.000	51.289	3.000	0.300	0.825	0.483	0.214	3.288	5.288	1.577	0.372	2.597	4.304	1.301	3.989	1.373	3.632	2.565	4.710	8.716	5.485	3.219	5.130	5.832	8.288	9.564	10.696	11.916	13.086	14.287	15.470	16.664	17.852	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.546	4.282	4.652	5.915	7.709	8.568	9.573	10.488	11.463	12.402	13.364	14.312	5.908	7.175	8.480	9.808	11.154	3.288	3.288	0.000	2.597	3.989	3.632	0.437	0.874	1.005	0.953	3.705	0.808	0.933	1.246	2.147	3.873	1.402	2.643	3.746	4.959	0.043	0.005	0.113	0.204	0.204	0.254	0.204	0.601	0.708	0.059	0.072	0.074	0.098	0.085	0.459	0.408	0.557	0.692	0.109	0.141	0.125	2.005	0.613	0.823	1.016	1.301	1.757	0.216	0.040	0.048	0.213	0.026	0.071	0.040	0.020	3.849	0.418	3	1	0	1	0	0	0	2	0	5	1	0	0	0	0	1.585	methacrylate,butyl.mol2	-1.49	0.26
63	*****	0	35.0	0.0	1.469	4.929	0.301	3.408	4.917	1.406	7.909	0.285	3.541	4.929	1.398	0.310	3.370	4.952	1.431	6.653	7.820	0.288	3.510	4.916	3.607	3.830	4.761	-0.003	-0.102	0.007	-0.321	0.010	-0.257	-0.431	-0.288	0.024	-0.437	0.097	1.311	1.268	1.911	1.417	1.569	1.436	2.347	3.640	3.617	3.848	1.854	1.838	1.658	1.841	1.628	0.000	0.000	0.000	51.289	3.000	0.300	0.925	0.552	0.333	3.290	5.290	1.646	0.507	2.607	4.352	1.342	3.996	1.480	3.670	3.219	5.398	9.429	6.236	3.611	5.371	6.111	8.483	9.725	10.831	12.030	13.180	14.367	15.537	16.722	17.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.063	4.601	5.132	6.295	8.090	8.951	9.926	10.829	11.782	12.705	13.651	14.584	6.213	7.511	8.831	10.162	11.502	3.290	3.290	0.000	2.607	3.996	3.670	0.426	0.851	1.014	0.997	3.770	1.017	1.370	1.336	2.329	4.089	1.441	2.732	3.816	5.090	0.037	0.133	-0.047	0.188	0.188	0.188	0.188	0.584	0.688	0.081	0.104	0.110	0.115	0.099	0.582	0.540	0.564	0.692	0.143	0.150	0.128	2.207	0.745	0.787	0.989	1.527	2.008	0.274	0.042	0.053	0.219	0.028	0.094	0.042	0.021	3.946	0.475	3	1	0	1	0	0	0	2	0	4	1	0	0	0	0	1.585	methacrylate,glycidyl.mol2	1.32	0.34
64	*****	0	33.3	0.0	1.429	4.920	0.304	3.403	4.915	1.308	7.772	0.293	3.528	4.919	1.312	0.310	3.366	4.951	1.329	6.554	7.712	0.295	3.499	4.909	4.036	4.337	4.985	0.167	-0.124	0.091	-0.380	0.248	-0.203	-0.548	-0.218	0.050	-0.578	0.200	1.125	1.413	2.282	1.608	1.595	1.643	1.888	3.609	3.604	3.803	1.967	1.925	1.718	1.910	1.673	0.000	0.000	0.000	51.289	3.000	0.300	0.825	0.496	0.321	3.289	5.289	1.645	0.372	2.602	4.275	1.372	3.992	1.458	3.641	2.944	5.017	8.899	5.746	3.434	5.209	5.943	8.343	9.599	10.724	11.936	13.102	14.300	15.481	16.674	17.861	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.932	4.449	4.961	6.101	7.877	8.741	9.709	10.619	11.572	12.503	13.452	14.394	6.035	7.311	8.613	9.933	11.266	3.289	3.289	0.000	2.602	3.992	3.641	0.435	0.871	0.981	0.975	3.631	0.863	0.965	1.247	2.151	3.749	1.403	2.643	3.709	5.029	-0.001	-0.005	0.186	0.204	0.179	0.179	0.179	0.587	0.901	0.064	0.077	0.083	0.113	0.095	0.454	0.421	0.548	0.856	0.120	0.159	0.148	2.115	0.629	0.780	1.304	1.337	1.848	0.235	0.039	0.051	0.235	0.028	0.075	0.038	0.021	4.096	0.425	3	1	0	1	0	0	0	2	0	6	1	0	0	0	0	1.585	methacrylate,isobutyl.mol2	-1.43	0.27
